Order Number,Line Item,Order Date,Delivery Date,CustomerKey,StoreKey,ProductKey,Quantity,Currency Code,Gender,Name,City,State Code,State,Zip Code,Country,Continent,Birthday,Age,AgeGroup,Product Name,Brand,Color,Unit Cost USD,Unit Price USD,SubcategoryKey,Subcategory,CategoryKey,Category,Gender_enc,City_enc,State_enc,Country_enc,Continent_enc,Cluster
369002,1,2016-01-04,,258316,8,1656,1,CAD,Male,Sean Borunda,Vernon,BC,British Columbia,V1T 6N1,Canada,North America,1965-04-30,60,56-65,Contoso DVD 9-Inch Player Portable M300 White,Contoso,White,$73.57 ,159.99,602,Movie DVD,6,"Music, Movies and Audio Books",1,6075,60,1,2,3
369007,3,2016-01-04,,571622,20,1578,3,EUR,Male,Sven Schulze,Birkenwerder,BB,Brandenburg,16547,Germany,Europe,1986-02-08,39,36-45,SV DVD Recorder L210 Silver,Southridge Video,Silver,$72.56 ,219.0,602,Movie DVD,6,"Music, Movies and Audio Books",1,776,51,3,1,3
369012,2,2016-01-04,1/13/2016,1696695,0,1656,1,USD,Male,Virgil Rowland,Akron,OH,Ohio,44311,United States,North America,2001-10-07,24,18-25,Contoso DVD 9-Inch Player Portable M300 White,Contoso,White,$73.57 ,159.99,602,Movie DVD,6,"Music, Movies and Audio Books",1,140,303,7,2,0
369012,3,2016-01-04,1/13/2016,1696695,0,1660,2,USD,Male,Virgil Rowland,Akron,OH,Ohio,44311,United States,North America,2001-10-07,24,18-25,Contoso DVD 15-Inch Player Portable L200 White,Contoso,White,$96.08 ,289.99,602,Movie DVD,6,"Music, Movies and Audio Books",1,140,303,7,2,0
369012,4,2016-01-04,1/13/2016,1696695,0,1610,6,USD,Male,Virgil Rowland,Akron,OH,Ohio,44311,United States,North America,2001-10-07,24,18-25,SV DVD 15-Inch Player Portable L200 Silver,Southridge Video,Silver,$96.08 ,289.99,602,Movie DVD,6,"Music, Movies and Audio Books",1,140,303,7,2,0
370001,2,2016-01-05,,1884908,61,1591,3,USD,Male,Eric Ellis,Lock Haven,PA,Pennsylvania,17745,United States,North America,1953-12-03,72,65+,SV DVD 55DVD Storage Binder M56 Silver,Southridge Video,Silver,$5.82 ,12.66,602,Movie DVD,6,"Music, Movies and Audio Books",1,3475,317,7,2,2
370005,1,2016-01-05,,584095,24,1610,2,EUR,Male,Markus Duerr,Darmstadt,HE,Hessen,64297,Germany,Europe,1936-10-12,89,65+,SV DVD 15-Inch Player Portable L200 Silver,Southridge Video,Silver,$96.08 ,289.99,602,Movie DVD,6,"Music, Movies and Audio Books",1,1628,184,3,1,3
370005,2,2016-01-05,,584095,24,1594,4,EUR,Male,Markus Duerr,Darmstadt,HE,Hessen,64297,Germany,Europe,1936-10-12,89,65+,SV DVD 38 DVD Storage Binder E25 Red,Southridge Video,Red,$5.09 ,9.99,602,Movie DVD,6,"Music, Movies and Audio Books",1,1628,184,3,1,3
370012,1,2016-01-05,,1780669,53,1585,3,USD,Male,Herbert Petersen,New York,NY,New York,10023,United States,North America,1969-12-06,56,56-65,SV DVD 60 DVD Storage Binder L20 Black,Southridge Video,Black,$7.58 ,22.89,602,Movie DVD,6,"Music, Movies and Audio Books",1,4144,271,7,2,2
370014,1,2016-01-05,,1475886,51,1622,2,USD,Male,Michael Tapia,Bensenville,IL,Illinois,60106,United States,North America,1954-03-06,71,65+,Contoso DVD Recorder L200 Black,Contoso,Black,$72.56 ,219.0,602,Movie DVD,6,"Music, Movies and Audio Books",1,697,190,7,2,0
371001,4,2016-01-06,,76021,2,1581,5,AUD,Male,Jett Moncrieff,MAYFIELD,NSW,New South Wales,2622,Australia,Australia,1960-07-26,65,65+,SV DVD Recorder L240 Gold,Southridge Video,Gold,$72.56 ,219.0,602,Movie DVD,6,"Music, Movies and Audio Books",1,3589,270,0,0,1
371003,4,2016-01-06,,778259,28,1627,4,EUR,Female,Gina Russo,Borsano,VA,Varese,21052,Italy,Europe,1960-05-26,65,65+,Contoso DVD 48 DVD Storage Binder M50 Black,Contoso,Black,$8.27 ,17.99,602,Movie DVD,6,"Music, Movies and Audio Books",0,841,439,4,1,1
371007,1,2016-01-06,1/18/2016,1378439,0,1639,1,USD,Female,Maria Reid,Jackson,MS,Mississippi,39213,United States,North America,1992-07-27,33,26-35,Contoso DVD 38 DVD Storage Binder E25 Red,Contoso,Red,$5.09 ,9.99,602,Movie DVD,6,"Music, Movies and Audio Books",0,2913,255,7,2,0
371008,2,2016-01-06,,2053617,50,1626,7,USD,Female,Sanna Lundeby,Fort Myers,FL,Florida,33905,United States,North America,1968-11-15,57,56-65,Contoso DVD Recorder L240 Gold,Contoso,Gold,$72.56 ,219.0,602,Movie DVD,6,"Music, Movies and Audio Books",0,2141,145,7,2,0
371010,2,2016-01-06,,1716584,53,1631,7,USD,Male,Bill Smith,Hickory Hills,IL,Illinois,60457,United States,North America,1976-09-08,49,46-55,Contoso DVD 55DVD Storage Binder M56 Black,Contoso,Black,$5.82 ,12.66,602,Movie DVD,6,"Music, Movies and Audio Books",1,2746,190,7,2,0
371011,2,2016-01-06,1/14/2016,776266,0,1573,3,EUR,Male,Giorgio Ferrari,Gorgona Isola,LI,Livorno,57030,Italy,Europe,1973-11-04,52,46-55,SV DVD Player M120 White,Southridge Video,White,$27.13 ,58.99,602,Movie DVD,6,"Music, Movies and Audio Books",1,2411,223,4,1,3
371012,2,2016-01-06,,363872,8,1576,1,CAD,Female,Sylvia Crabtree,Montreal,QC,Quebec,H4A 1H3,Canada,North America,1988-10-22,37,36-45,SV DVD Movies E100 Yellow,Southridge Video,Yellow,$6.62 ,12.99,602,Movie DVD,6,"Music, Movies and Audio Books",0,3935,335,1,2,3
371012,3,2016-01-06,,363872,8,1642,3,CAD,Female,Sylvia Crabtree,Montreal,QC,Quebec,H4A 1H3,Canada,North America,1988-10-22,37,36-45,Contoso DVD External DVD Burner M200 Black,Contoso,Black,$26.62 ,57.88,602,Movie DVD,6,"Music, Movies and Audio Books",0,3935,335,1,2,3
371015,2,2016-01-06,1/14/2016,1669745,0,1659,1,USD,Male,James Anderson,Tallahassee,FL,Florida,32303,United States,North America,1961-09-09,64,56-65,Contoso DVD 14-Inch Player Portable L100 White,Contoso,White,$86.14 ,259.99,602,Movie DVD,6,"Music, Movies and Audio Books",1,5843,145,7,2,2
371019,2,2016-01-06,,916074,41,1590,1,GBP,Female,Hollie Lee,SPRINGSIDE,North Ayrshire,North Ayrshire,KA11 0JT,United Kingdom,Europe,1939-08-14,86,65+,SV DVD 60 DVD Storage Binder L20 Silver,Southridge Video,Silver,$7.58 ,22.89,602,Movie DVD,6,"Music, Movies and Audio Books",0,5158,283,6,1,2
371019,3,2016-01-06,,916074,41,1615,2,GBP,Female,Hollie Lee,SPRINGSIDE,North Ayrshire,North Ayrshire,KA11 0JT,United Kingdom,Europe,1939-08-14,86,65+,SV DVD 15-Inch Player Portable L200 White,Southridge Video,White,$96.08 ,289.99,602,Movie DVD,6,"Music, Movies and Audio Books",0,5158,283,6,1,2
372000,2,2016-01-07,1/22/2016,1413890,0,1620,1,USD,Female,Jena Zimmerman,Aloha,OR,Oregon,97007,United States,North America,1999-01-14,26,26-35,Contoso DVD Player M140 Gold,Contoso,Gold,$28.05 ,60.99,602,Movie DVD,6,"Music, Movies and Audio Books",0,172,306,7,2,0
372003,1,2016-01-07,,527409,19,1604,3,EUR,Male,Frank Bauer,Fischach,BY,Freistaat Bayern,86850,Germany,Europe,1976-04-14,49,46-55,SV DVD 14-Inch Player Portable L100 Black,Southridge Video,Black,$86.14 ,259.99,602,Movie DVD,6,"Music, Movies and Audio Books",1,2095,151,3,1,3
372005,3,2016-01-07,,302130,9,1620,3,CAD,Male,Scott Ramirez,Toronto,ON,Ontario,M1S 1T4,Canada,North America,1992-04-12,33,26-35,Contoso DVD Player M140 Gold,Contoso,Gold,$28.05 ,60.99,602,Movie DVD,6,"Music, Movies and Audio Books",1,5918,305,1,2,3
372005,5,2016-01-07,,302130,9,1652,8,CAD,Male,Scott Ramirez,Toronto,ON,Ontario,M1S 1T4,Canada,North America,1992-04-12,33,26-35,Contoso DVD 12-Inch Player Portable M400 Silver,Contoso,Silver,$82.77 ,179.99,602,Movie DVD,6,"Music, Movies and Audio Books",1,5918,305,1,2,3
372005,6,2016-01-07,,302130,9,1614,8,CAD,Male,Scott Ramirez,Toronto,ON,Ontario,M1S 1T4,Canada,North America,1992-04-12,33,26-35,SV DVD 14-Inch Player Portable L100 White,Southridge Video,White,$86.14 ,259.99,602,Movie DVD,6,"Music, Movies and Audio Books",1,5918,305,1,2,3
372011,1,2016-01-07,,739625,29,1572,1,EUR,Female,Caterina Lettiere,San Marzano Oliveto,AT,Asti,14050,Italy,Europe,1955-12-06,70,65+,SV DVD Player M110 Silver,Southridge Video,Silver,$26.67 ,57.99,602,Movie DVD,6,"Music, Movies and Audio Books",0,5280,23,4,1,3
372016,1,2016-01-07,,1170323,42,1581,2,GBP,Male,Kieran Howarth,TORBEG,Aberdeenshire,Aberdeenshire,AB35 1LL,United Kingdom,Europe,1964-09-12,61,56-65,SV DVD Recorder L240 Gold,Southridge Video,Gold,$72.56 ,219.0,602,Movie DVD,6,"Music, Movies and Audio Books",1,5778,1,6,1,3
373008,3,2016-01-08,,536845,23,1612,3,EUR,Female,Barbara Bürger,Leipzig,SN,Freistaat Sachsen,4335,Germany,Europe,1968-09-04,57,56-65,SV DVD 12-Inch Player Portable M400 White,Southridge Video,White,$82.77 ,179.99,602,Movie DVD,6,"Music, Movies and Audio Books",0,3424,152,3,1,3
373009,1,2016-01-08,1/19/2016,1064519,0,1589,4,GBP,Female,Matilda Dobson,SHOLDEN,Kent,Kent,CT14 4WY,United Kingdom,Europe,1956-02-02,69,65+,SV DVD 38 DVD Storage Binder E25 Silver,Southridge Video,Silver,$5.09 ,9.99,602,Movie DVD,6,"Music, Movies and Audio Books",0,5107,201,6,1,3
374000,6,2016-01-09,,1971983,48,1624,1,USD,Male,Lucas Ackerman,Buffalo Grove,IL,Illinois,60089,United States,North America,1945-03-28,80,65+,Contoso DVD Recorder L220 White,Contoso,White,$72.56 ,219.0,602,Movie DVD,6,"Music, Movies and Audio Books",1,942,190,7,2,0
374003,1,2016-01-09,,1188400,38,1606,1,GBP,Female,Eva Henry,HARDWICK,Aylesbury Vale,Aylesbury Vale,HP22 7TW,United Kingdom,Europe,1950-08-26,75,65+,SV DVD 9-Inch Player Portable M300 Silver,Southridge Video,Silver,$73.57 ,159.99,602,Movie DVD,6,"Music, Movies and Audio Books",0,2506,27,6,1,3
374006,1,2016-01-09,,1387959,65,1622,6,USD,Female,Christine Abernathy,Beltsville,VA,Virginia,20705,United States,North America,1945-01-30,80,65+,Contoso DVD Recorder L200 Black,Contoso,Black,$72.56 ,219.0,602,Movie DVD,6,"Music, Movies and Audio Books",0,688,447,7,2,0
374007,1,2016-01-09,,800548,31,1631,3,EUR,Male,Johnathan Dubbink,Gorssel,GE,Gelderland,7213 LA,Netherlands,Europe,1956-10-20,69,65+,Contoso DVD 55DVD Storage Binder M56 Black,Contoso,Black,$5.82 ,12.66,602,Movie DVD,6,"Music, Movies and Audio Books",1,2414,158,5,1,3
374010,1,2016-01-09,,665776,12,1632,3,EUR,Female,Mavise Rochefort,CERGY,IL,Île-de-France,95000,France,Europe,1984-10-28,41,36-45,Contoso DVD 48 DVD Storage Binder M50 Silver,Contoso,Silver,$8.27 ,17.99,602,Movie DVD,6,"Music, Movies and Audio Books",0,1036,490,2,1,1
374013,3,2016-01-09,,733080,29,1577,6,EUR,Male,Principio Ferri,Ospedaletto Di Gemona,UD,Udine,33013,Italy,Europe,1968-04-11,57,56-65,SV DVD Recorder L200 Black,Southridge Video,Black,$72.56 ,219.0,602,Movie DVD,6,"Music, Movies and Audio Books",1,4385,433,4,1,1
374017,1,2016-01-09,,1558964,63,1630,1,USD,Male,Darren Hanson,New York,NY,New York,10017,United States,North America,1982-07-01,43,36-45,Contoso DVD 60 DVD Storage Binder L20 Black,Contoso,Black,$7.58 ,22.89,602,Movie DVD,6,"Music, Movies and Audio Books",1,4144,271,7,2,2
374018,1,2016-01-09,,1010049,38,1615,5,GBP,Male,Owen Brooks,LOWER DINCHOPE,Shropshire,Shropshire,SY7 4PE,United Kingdom,Europe,1981-06-29,44,36-45,SV DVD 15-Inch Player Portable L200 White,Southridge Video,White,$96.08 ,289.99,602,Movie DVD,6,"Music, Movies and Audio Books",1,3305,374,6,1,1
375000,1,2016-01-10,1/18/2016,1084570,0,1636,1,GBP,Male,Leon Harper,WADDINGHAM,West Lindsey,West Lindsey,DN21 1YS,United Kingdom,Europe,1997-09-19,28,26-35,Contoso DVD 55DVD Storage Binder M56 Silver,Contoso,Silver,$5.82 ,12.66,602,Movie DVD,6,"Music, Movies and Audio Books",1,6129,464,6,1,1
376001,2,2016-01-11,,813685,32,1604,1,EUR,Female,Thamar Kaagman,Lelystad,FL,Flevoland,8226 HL,Netherlands,Europe,1979-06-15,46,46-55,SV DVD 14-Inch Player Portable L100 Black,Southridge Video,Black,$86.14 ,259.99,602,Movie DVD,6,"Music, Movies and Audio Books",0,3427,143,5,1,3
376004,1,2016-01-11,,1905050,45,1635,6,USD,Male,Rodrigo Azevedo,Hartford,CT,Connecticut,6103,United States,North America,2001-02-20,24,18-25,Contoso DVD 60 DVD Storage Binder L20 Silver,Contoso,Silver,$7.58 ,22.89,602,Movie DVD,6,"Music, Movies and Audio Books",1,2664,98,7,2,0
377000,1,2016-01-12,,1589958,64,1625,6,USD,Male,Eric Johnson,New York,NY,New York,10016,United States,North America,1935-08-02,90,65+,Contoso DVD Recorder L230 Grey,Contoso,Grey,$72.56 ,219.0,602,Movie DVD,6,"Music, Movies and Audio Books",1,4144,271,7,2,2
377002,1,2016-01-12,,1897822,50,1612,1,USD,Female,Jessie Waddy,Jacksonville,FL,Florida,32216,United States,North America,1945-09-18,80,65+,SV DVD 12-Inch Player Portable M400 White,Southridge Video,White,$82.77 ,179.99,602,Movie DVD,6,"Music, Movies and Audio Books",0,2914,145,7,2,0
377002,3,2016-01-12,,1897822,50,1595,2,USD,Female,Jessie Waddy,Jacksonville,FL,Florida,32216,United States,North America,1945-09-18,80,65+,SV DVD 60 DVD Storage Binder L20 Red,Southridge Video,Red,$7.58 ,22.89,602,Movie DVD,6,"Music, Movies and Audio Books",0,2914,145,7,2,0
377005,1,2016-01-12,,1022980,37,1634,1,GBP,Male,Jake Patel,OLD PORTLETHEN,Aberdeen,Aberdeen,AB1 4QL,United Kingdom,Europe,1985-09-01,40,36-45,Contoso DVD 38 DVD Storage Binder E25 Silver,Contoso,Silver,$5.09 ,9.99,602,Movie DVD,6,"Music, Movies and Audio Books",1,4258,0,6,1,3
377006,2,2016-01-12,1/20/2016,934781,0,1580,1,GBP,Female,Abigail Savage,SWINHOPE,Lincoln,Lincoln,LN3 0PF,United Kingdom,Europe,1939-10-12,86,65+,SV DVD Recorder L230 Grey,Southridge Video,Grey,$72.56 ,219.0,602,Movie DVD,6,"Music, Movies and Audio Books",0,5228,221,6,1,2
378000,2,2016-01-13,,1062632,37,1646,10,GBP,Female,Maya Goodwin,KINGSWOOD,Bristol,Bristol,BS15 8QX,United Kingdom,Europe,1963-02-12,62,56-65,Contoso DVD 9-Inch Player Portable M300 Black,Contoso,Black,$73.57 ,159.99,602,Movie DVD,6,"Music, Movies and Audio Books",0,2988,59,6,1,3
378000,3,2016-01-13,,1062632,37,1572,1,GBP,Female,Maya Goodwin,KINGSWOOD,Bristol,Bristol,BS15 8QX,United Kingdom,Europe,1963-02-12,62,56-65,SV DVD Player M110 Silver,Southridge Video,Silver,$26.67 ,57.99,602,Movie DVD,6,"Music, Movies and Audio Books",0,2988,59,6,1,3
378002,1,2016-01-13,,1599716,45,1578,1,USD,Male,Anthony Sanchez,Toledo,OH,Ohio,43615,United States,North America,1999-11-28,26,26-35,SV DVD Recorder L210 Silver,Southridge Video,Silver,$72.56 ,219.0,602,Movie DVD,6,"Music, Movies and Audio Books",1,5905,303,7,2,2
378003,1,2016-01-13,,774742,29,1609,1,EUR,Male,Lodovico Fiorentini,Mondaino,RN,Rimini,47836,Italy,Europe,1938-06-06,87,65+,SV DVD 14-Inch Player Portable L100 Silver,Southridge Video,Silver,$86.14 ,259.99,602,Movie DVD,6,"Music, Movies and Audio Books",1,3906,352,4,1,1
378003,3,2016-01-13,,774742,29,1649,5,EUR,Male,Lodovico Fiorentini,Mondaino,RN,Rimini,47836,Italy,Europe,1938-06-06,87,65+,Contoso DVD 14-Inch Player Portable L100 Black,Contoso,Black,$86.14 ,259.99,602,Movie DVD,6,"Music, Movies and Audio Books",1,3906,352,4,1,1
378004,2,2016-01-13,,368190,8,1646,7,CAD,Female,Irma Trujillo,Rosalind,AB,Alberta,T0B 3Y0,Canada,North America,1975-01-14,50,46-55,Contoso DVD 9-Inch Player Portable M300 Black,Contoso,Black,$73.57 ,159.99,602,Movie DVD,6,"Music, Movies and Audio Books",0,4983,5,1,2,3
378006,2,2016-01-13,,917347,38,1621,2,GBP,Female,Shannon Burgess,WOODMINTON,Wiltshire,Wiltshire,SP5 0YT,United Kingdom,Europe,1946-11-03,79,65+,Contoso DVD Movies E100 Yellow,Contoso,Yellow,$6.62 ,12.99,602,Movie DVD,6,"Music, Movies and Audio Books",0,6259,473,6,1,1
378007,1,2016-01-13,,707089,30,1582,1,EUR,Male,Prospero Piazza,Orsago,TV,Treviso,31010,Italy,Europe,2000-03-01,25,26-35,SV DVD 48 DVD Storage Binder M50 Black,Southridge Video,Black,$8.27 ,17.99,602,Movie DVD,6,"Music, Movies and Audio Books",1,4370,430,4,1,1
378007,2,2016-01-13,,707089,30,1634,6,EUR,Male,Prospero Piazza,Orsago,TV,Treviso,31010,Italy,Europe,2000-03-01,25,26-35,Contoso DVD 38 DVD Storage Binder E25 Silver,Contoso,Silver,$5.09 ,9.99,602,Movie DVD,6,"Music, Movies and Audio Books",1,4370,430,4,1,1
378008,1,2016-01-13,,1035789,39,1619,2,GBP,Female,Gracie Boyle,BLACKWELL,Amber Valley,Amber Valley,DE55 5UT,United Kingdom,Europe,1982-01-31,43,36-45,Contoso DVD Player M130 Grey,Contoso,Grey,$27.59 ,59.99,602,Movie DVD,6,"Music, Movies and Audio Books",0,402,9,6,1,0
379001,4,2016-01-14,,1165542,40,1597,1,GBP,Female,Georgina Sullivan,PORTHYRHYD,Carmarthenshire,Carmarthenshire,SA32 0BH,United Kingdom,Europe,1958-09-18,67,65+,SV DVD External DVD Burner M200 Black,Southridge Video,Black,$26.62 ,57.88,602,Movie DVD,6,"Music, Movies and Audio Books",0,4501,76,6,1,3
379001,5,2016-01-14,,1165542,40,1589,2,GBP,Female,Georgina Sullivan,PORTHYRHYD,Carmarthenshire,Carmarthenshire,SA32 0BH,United Kingdom,Europe,1958-09-18,67,65+,SV DVD 38 DVD Storage Binder E25 Silver,Southridge Video,Silver,$5.09 ,9.99,602,Movie DVD,6,"Music, Movies and Audio Books",0,4501,76,6,1,3
379002,3,2016-01-14,1/24/2016,716015,0,1654,3,EUR,Male,Tarquinio Giordano,Borgo Sant'Antonio Abate,CE,Caserta,81040,Italy,Europe,1985-06-21,40,36-45,Contoso DVD 14-Inch Player Portable L100 Silver,Contoso,Silver,$86.14 ,259.99,602,Movie DVD,6,"Music, Movies and Audio Books",1,836,77,4,1,3
379008,2,2016-01-14,,793968,30,1648,1,EUR,Male,Walter Fiorentino,San Domino,FG,Foggia,71040,Italy,Europe,1992-01-14,33,26-35,Contoso DVD 7-Inch Player Portable E200 Black,Contoso,Black,$56.08 ,109.99,602,Movie DVD,6,"Music, Movies and Audio Books",1,5272,146,4,1,3
379011,3,2016-01-14,,1291414,48,1620,4,USD,Female,Brooke Hanna,Philadelphia,PA,Pennsylvania,19108,United States,North America,1950-11-06,75,65+,Contoso DVD Player M140 Gold,Contoso,Gold,$28.05 ,60.99,602,Movie DVD,6,"Music, Movies and Audio Books",0,4598,317,7,2,2
381003,1,2016-01-16,,1631876,61,1619,6,USD,Female,Martha West,Phoenix,AZ,Arizona,85003,United States,North America,1957-04-19,68,65+,Contoso DVD Player M130 Grey,Contoso,Grey,$27.59 ,59.99,602,Movie DVD,6,"Music, Movies and Audio Books",0,4600,17,7,2,2
381007,3,2016-01-16,,1202659,48,1590,6,USD,Female,Judith James,White Plains,NY,New York,10601,United States,North America,1982-07-14,43,36-45,SV DVD 60 DVD Storage Binder L20 Silver,Southridge Video,Silver,$7.58 ,22.89,602,Movie DVD,6,"Music, Movies and Audio Books",0,6413,271,7,2,2
381010,2,2016-01-16,,1554137,66,1604,1,USD,Female,Elaine Deason,Dulles,VA,Virginia,20166,United States,North America,1991-09-07,34,26-35,SV DVD 14-Inch Player Portable L100 Black,Southridge Video,Black,$86.14 ,259.99,602,Movie DVD,6,"Music, Movies and Audio Books",0,1744,447,7,2,0
381013,1,2016-01-16,1/21/2016,1984685,0,1583,1,USD,Female,Ashley Ruvalcaba,Tampa,FL,Florida,33614,United States,North America,1944-11-28,81,65+,SV DVD 58 DVD Storage Binder M55 Black,Southridge Video,Black,$6.39 ,13.89,602,Movie DVD,6,"Music, Movies and Audio Books",0,5845,145,7,2,2
