Order Number,Line Item,Order Date,Delivery Date,CustomerKey,StoreKey,ProductKey,Quantity,Currency Code,Gender,Name,City,State Code,State,Zip Code,Country,Continent,Birthday,Age,AgeGroup,Product Name,Brand,Color,Unit Cost USD,Unit Price USD,SubcategoryKey,Subcategory,CategoryKey,Category,Gender_enc,City_enc,State_enc,Country_enc,Continent_enc,Cluster
371003,6,2016-01-06,,778259,28,1997,3,EUR,Female,Gina Russo,Borsano,VA,Varese,21052,Italy,Europe,1960-05-26,65,65+,Fabrikam Microwave 1.6CuFt M1250 Grey,Fabrikam,Grey,$82.77 ,179.99,803,Microwaves,8,Home Appliances,0,841,439,4,1,0
371017,1,2016-01-06,,1918687,61,2084,5,USD,Male,Ione Garrido,Greensboro,NC,North Carolina,27406,United States,North America,1982-09-16,43,36-45,Contoso Microwave 0.8CuFt E0080 Black,Contoso,Black,$48.43 ,94.99,803,Microwaves,8,Home Appliances,1,2449,284,7,2,2
371017,2,2016-01-06,,1918687,61,2365,1,USD,Male,Ione Garrido,Greensboro,NC,North Carolina,27406,United States,North America,1982-09-16,43,36-45,Contoso Air conditioner 8000BTU M0320 Silver,Contoso,Silver,$183.94 ,399.99,807,Air Conditioners,8,Home Appliances,1,2449,284,7,2,2
371018,7,2016-01-06,,1041466,36,2124,1,GBP,Male,Harvey Lee,ASHBY DE LA ZOUCH,Leicester,Leicester,LE65 3NF,United Kingdom,Europe,1968-05-19,57,56-65,Contoso Coffee Maker 12C M1000 Silver,Contoso,Silver,$204.64 ,445.0,805,Coffee Machines,8,Home Appliances,1,80,216,6,1,0
371019,4,2016-01-06,,916074,41,2093,2,GBP,Female,Hollie Lee,SPRINGSIDE,North Ayrshire,North Ayrshire,KA11 0JT,United Kingdom,Europe,1939-08-14,86,65+,Contoso Water Heater 2.6GPM E0900 Blue,Contoso,Blue,$258.99 ,508.0,804,Water Heaters,8,Home Appliances,0,5158,283,6,1,0
372005,4,2016-01-07,,302130,9,2366,5,CAD,Male,Scott Ramirez,Toronto,ON,Ontario,M1S 1T4,Canada,North America,1992-04-12,33,26-35,Contoso Air conditioner 7000BTU E0260 Silver,Contoso,Silver,$152.94 ,299.99,807,Air Conditioners,8,Home Appliances,1,5918,305,1,2,0
372012,5,2016-01-07,,195521,6,2265,2,AUD,Male,Mitchell Saville,DURACK,WA,Western Australia,6743,Australia,Australia,1977-05-24,48,46-55,WWI Chandelier M615 Blue,Wide World Importers,Blue,$105.76 ,229.99,806,Lamps,8,Home Appliances,1,1606,469,0,0,0
373002,1,2016-01-08,,1750554,48,1859,5,USD,Female,Toni Morel,Bloomfield Township,MI,Michigan,48302,United States,North America,1990-08-18,35,36-45,NT Washer & Dryer 24in M2400 Blue,Northwind Traders,Blue,$836.45 ,1818.9,801,Washers & Dryers,8,Home Appliances,0,796,246,7,2,1
373007,3,2016-01-08,1/14/2016,351747,0,1902,2,CAD,Female,Irene Lee,Toronto,ON,Ontario,M4W 1J7,Canada,North America,1986-11-05,39,36-45,Fabrikam Refrigerator 1.7CuFt E1200 White,Fabrikam,White,$66.27 ,129.99,802,Refrigerators,8,Home Appliances,0,5918,305,1,2,0
373008,2,2016-01-08,,536845,23,2089,3,EUR,Female,Barbara Bürger,Leipzig,SN,Freistaat Sachsen,4335,Germany,Europe,1968-09-04,57,56-65,Contoso Water Heater 1.5GPM E0800 White,Contoso,White,$131.28 ,257.5,804,Water Heaters,8,Home Appliances,0,3424,152,3,1,0
373010,2,2016-01-08,,538801,27,2288,8,EUR,Female,Christine Kluge,Staßfurt,ST,Sachsen-Anhalt,39410,Germany,Europe,2000-10-25,25,26-35,Proseware Chandelier M0815 Silver,Proseware,Silver,$123.47 ,268.5,806,Lamps,8,Home Appliances,0,5600,362,3,1,0
374002,1,2016-01-09,,320030,8,1991,8,CAD,Female,Sandra Seymore,Thessalon,ON,Ontario,P0R 1L0,Canada,North America,1966-06-05,59,56-65,Fabrikam Microwave 1.6CuFt M1250 Silver,Fabrikam,Silver,$82.77 ,179.99,803,Microwaves,8,Home Appliances,0,5881,305,1,2,0
374002,3,2016-01-09,,320030,8,2098,3,CAD,Female,Sandra Seymore,Thessalon,ON,Ontario,P0R 1L0,Canada,North America,1966-06-05,59,56-65,Contoso Water Heater 2.6GPM E0900 Green,Contoso,Green,$258.99 ,508.0,804,Water Heaters,8,Home Appliances,0,5881,305,1,2,0
374010,4,2016-01-09,,665776,12,2104,4,EUR,Female,Mavise Rochefort,CERGY,IL,Île-de-France,95000,France,Europe,1984-10-28,41,36-45,Contoso Water Heater 1.5GPM E0800 Silver,Contoso,Silver,$131.28 ,257.5,804,Water Heaters,8,Home Appliances,0,1036,490,2,1,0
374012,3,2016-01-09,1/20/2016,1758208,0,2454,5,USD,Male,Christopher Lopp,Plymouth,IN,Indiana,46563,United States,North America,1995-05-12,30,26-35,Litware Desktop Wind Tower Oscillating Fan E1201 White,Litware,White,$15.29 ,29.99,808,Fans,8,Home Appliances,1,4645,192,7,2,2
374012,4,2016-01-09,1/20/2016,1758208,0,2108,1,USD,Male,Christopher Lopp,Plymouth,IN,Indiana,46563,United States,North America,1995-05-12,30,26-35,Contoso Water Heater 2.6GPM E0900 Grey,Contoso,Grey,$258.99 ,508.0,804,Water Heaters,8,Home Appliances,1,4645,192,7,2,2
374018,2,2016-01-09,,1010049,38,2075,2,GBP,Male,Owen Brooks,LOWER DINCHOPE,Shropshire,Shropshire,SY7 4PE,United Kingdom,Europe,1981-06-29,44,36-45,Contoso Microwave 1.6CuFt M0125 Red,Contoso,Red,$82.77 ,179.99,803,Microwaves,8,Home Appliances,1,3305,374,6,1,0
376003,2,2016-01-11,,797322,30,2112,4,EUR,Male,Quintiliano Padovano,Presina,PD,Padova,35016,Italy,Europe,1993-01-08,32,26-35,Contoso Water Heater 4.0GPM M1250 Red,Contoso,Red,$363.75 ,791.0,804,Water Heaters,8,Home Appliances,1,4709,311,4,1,0
376005,2,2016-01-11,,305321,8,2114,3,CAD,Male,Wilbur Clay,Regina,SK,Saskatchewan,S4P 3Y2,Canada,North America,2000-05-03,25,26-35,Contoso Water Heater 1.5GPM E0800 Red,Contoso,Red,$131.28 ,257.5,804,Water Heaters,8,Home Appliances,1,4882,364,1,2,0
376005,4,2016-01-11,,305321,8,2096,3,CAD,Male,Wilbur Clay,Regina,SK,Saskatchewan,S4P 3Y2,Canada,North America,2000-05-03,25,26-35,Contoso Water Heater 4.3GPM M1250 Green,Contoso,Green,$403.53 ,877.5,804,Water Heaters,8,Home Appliances,1,4882,364,1,2,0
377003,1,2016-01-12,,1129200,40,1942,6,GBP,Male,Ellis Davidson,TOCHER,Aberdeenshire,Aberdeenshire,AB51 9YY,United Kingdom,Europe,1942-12-27,83,65+,Litware Refrigerator 4.6CuFt E280 White,Litware,White,$152.94 ,299.99,802,Refrigerators,8,Home Appliances,1,5768,1,6,1,0
377006,4,2016-01-12,1/20/2016,934781,0,1936,1,GBP,Female,Abigail Savage,SWINHOPE,Lincoln,Lincoln,LN3 0PF,United Kingdom,Europe,1939-10-12,86,65+,Fabrikam Refrigerator 4.6CuFt E2800 Orange,Fabrikam,Orange,$152.94 ,299.99,802,Refrigerators,8,Home Appliances,0,5228,221,6,1,0
378001,1,2016-01-13,,1976355,66,2467,3,USD,Male,Joel Mullaly,Boston,MA,Massachusetts,2210,United States,North America,1990-03-03,35,36-45,Litware 80mm LED Dual PCI Slot Fan E1501 Yellow,Litware,Yellow,$15.80 ,30.99,808,Fans,8,Home Appliances,1,846,237,7,2,2
378003,2,2016-01-13,,774742,29,2128,8,EUR,Male,Lodovico Fiorentini,Mondaino,RN,Rimini,47836,Italy,Europe,1938-06-06,87,65+,Contoso Coffee Maker Super-Auto 12C X1250 White,Contoso,White,$546.68 ,1650.0,805,Coffee Machines,8,Home Appliances,1,3906,352,4,1,1
378005,2,2016-01-13,,1470803,44,2090,2,USD,Female,Frances Boyd,East Moline,IL,Illinois,61244,United States,North America,1944-04-04,81,65+,Contoso Water Heater 7.2GPM X1800 Blue,Contoso,Blue,$488.70 ,1475.0,804,Water Heaters,8,Home Appliances,0,1838,190,7,2,1
378005,3,2016-01-13,,1470803,44,2068,2,USD,Female,Frances Boyd,East Moline,IL,Illinois,61244,United States,North America,1944-04-04,81,65+,Contoso Microwave 2.2CuFt M0125 Grey,Contoso,Grey,$91.97 ,199.99,803,Microwaves,8,Home Appliances,0,1838,190,7,2,2
378009,2,2016-01-13,,270736,8,2383,1,CAD,Male,Raymond Lacy,Toronto,ON,Ontario,M2J 3T7,Canada,North America,1944-04-10,81,65+,Proseware Air conditioner 25000BTU L167 White,Proseware,White,$210.72 ,635.99,807,Air Conditioners,8,Home Appliances,1,5918,305,1,2,0
378009,3,2016-01-13,,270736,8,2248,5,CAD,Male,Raymond Lacy,Toronto,ON,Ontario,M2J 3T7,Canada,North America,1944-04-10,81,65+,WWI Chandelier M815 Silver,Wide World Importers,Silver,$123.47 ,268.5,806,Lamps,8,Home Appliances,1,5918,305,1,2,0
378010,2,2016-01-13,,437389,19,2387,7,EUR,Female,Michelle Reinhard,Arnsdorf,SN,Freistaat Sachsen,1477,Germany,Europe,1965-04-14,60,56-65,Proseware Air conditioner 7000BTU E260 White,Proseware,White,$152.94 ,299.99,807,Air Conditioners,8,Home Appliances,0,240,152,3,1,0
379005,3,2016-01-14,,1104029,37,1969,3,GBP,Male,Harrison Gardiner,BROOME,Shropshire,Shropshire,SY7 3HR,United Kingdom,Europe,1965-07-27,60,56-65,Litware Refrigerator 24.7CuFt X980 Grey,Litware,Grey,"$1,060.22 ",3199.99,802,Refrigerators,8,Home Appliances,1,512,374,6,1,1
380000,2,2016-01-15,,1614172,57,2094,5,USD,Female,Lucille Curry,San Diego,CA,California,92103,United States,North America,1971-04-30,54,46-55,Contoso Water Heater 1.5GPM E0800 Blue,Contoso,Blue,$131.28 ,257.5,804,Water Heaters,8,Home Appliances,0,5271,69,7,2,2
380006,1,2016-01-15,,549983,27,1969,7,EUR,Male,Paul Ehrlichmann,Ermsleben,ST,Sachsen-Anhalt,6463,Germany,Europe,1981-09-06,44,36-45,Litware Refrigerator 24.7CuFt X980 Grey,Litware,Grey,"$1,060.22 ",3199.99,802,Refrigerators,8,Home Appliances,1,1945,362,3,1,1
381001,1,2016-01-16,,780974,29,2397,3,EUR,Female,Maurizia Pirozzi,Morano,PG,Perugia,6023,Italy,Europe,1979-05-19,46,46-55,Proseware Air conditioner 25000BTU L167 Silver,Proseware,Silver,$210.72 ,635.99,807,Air Conditioners,8,Home Appliances,0,3941,319,4,1,0
381001,2,2016-01-16,,780974,29,2398,1,EUR,Female,Maurizia Pirozzi,Morano,PG,Perugia,6023,Italy,Europe,1979-05-19,46,46-55,Proseware Air conditioner 12000BTU M640 Silver,Proseware,Silver,$211.53 ,459.99,807,Air Conditioners,8,Home Appliances,0,3941,319,4,1,0
381003,2,2016-01-16,,1631876,61,2079,1,USD,Female,Martha West,Phoenix,AZ,Arizona,85003,United States,North America,1957-04-19,68,65+,Contoso Microwave 1.5CuFt X0110 Black,Contoso,Black,$220.64 ,665.94,803,Microwaves,8,Home Appliances,0,4600,17,7,2,2
381005,1,2016-01-16,,1803346,50,1946,10,USD,Female,Katie Albright,Gibsonia,PA,Pennsylvania,15044,United States,North America,1947-08-17,78,65+,Litware Refrigerator 19CuFt M760 Brown,Litware,Brown,$413.42 ,899.0,802,Refrigerators,8,Home Appliances,0,2368,317,7,2,2
381009,1,2016-01-16,,1187611,42,2086,4,GBP,Female,Harriet Read,NEWTON ST PETROCK,Exeter,Exeter,EX22 5RG,United Kingdom,Europe,1941-12-05,84,65+,Contoso Water Heater 4.3GPM M1250 White,Contoso,White,$403.53 ,877.5,804,Water Heaters,8,Home Appliances,0,4047,138,6,1,0
381010,3,2016-01-16,,1554137,66,1836,1,USD,Female,Elaine Deason,Dulles,VA,Virginia,20166,United States,North America,1991-09-07,34,26-35,Litware Washer & Dryer 15.5in E150 Silver,Litware,Silver,$509.32 ,999.0,801,Washers & Dryers,8,Home Appliances,0,1744,447,7,2,2
384002,2,2016-01-19,,1263974,43,2105,1,USD,Female,Elizabeth Billy,Fort Walton Beach,FL,Florida,32547,United States,North America,1970-09-06,55,56-65,Contoso Water Heater 7.2GPM X1800 Grey,Contoso,Grey,$488.70 ,1475.0,804,Water Heaters,8,Home Appliances,0,2149,145,7,2,1
384006,4,2016-01-19,,247132,9,2382,1,CAD,Female,Joyce Davis,Ottawa,ON,Ontario,K1H 7Z1,Canada,North America,1963-04-10,62,56-65,Contoso Air conditioner 5200BTU E0100 Blue,Contoso,Blue,$56.08 ,109.99,807,Air Conditioners,8,Home Appliances,0,4394,305,1,2,0
385003,1,2016-01-20,,624165,18,1928,3,EUR,Female,Marcelle Goguen,LE MÉE-SUR-SEINE,IL,Île-de-France,77350,France,Europe,1994-08-03,31,26-35,Fabrikam Refrigerator 19CuFt M7600 Grey,Fabrikam,Grey,$413.42 ,899.0,802,Refrigerators,8,Home Appliances,0,3196,490,2,1,0
385004,1,2016-01-20,,332332,8,2162,1,CAD,Male,Todd Flores,White Rock,BC,British Columbia,V4B 3E1,Canada,North America,1952-05-17,73,65+,Adventure Works Coffee Maker 5C E090 Grey,Adventure Works,Grey,$75.96 ,149.0,805,Coffee Machines,8,Home Appliances,1,6416,60,1,2,0
385005,1,2016-01-20,,1251726,57,2120,3,USD,Male,Aaron Taylor,Winston Salem,NC,North Carolina,27001,United States,North America,1961-11-21,64,56-65,Contoso Coffee Maker 5C E0900 Black,Contoso,Black,$75.96 ,149.0,805,Coffee Machines,8,Home Appliances,1,6464,284,7,2,2
386001,1,2016-01-21,1/30/2016,1912666,0,1996,2,USD,Female,Jana Klusová,Washington,MD,Maryland,20008,United States,North America,1975-04-13,50,46-55,Fabrikam Microwave 2.2CuFt M1250 Grey,Fabrikam,Grey,$91.97 ,199.99,803,Microwaves,8,Home Appliances,0,6330,235,7,2,2
386009,1,2016-01-21,,522652,19,1859,4,EUR,Male,Mathias Adler,Lünne,NI,Niedersachsen,48480,Germany,Europe,1976-12-13,49,46-55,NT Washer & Dryer 24in M2400 Blue,Northwind Traders,Blue,$836.45 ,1818.9,801,Washers & Dryers,8,Home Appliances,1,3538,277,3,1,1
386009,3,2016-01-21,,522652,19,1896,1,EUR,Male,Mathias Adler,Lünne,NI,Niedersachsen,48480,Germany,Europe,1976-12-13,49,46-55,Contoso Washer & Dryer 15.5in E155 Pink,Contoso,Pink,$509.32 ,999.0,801,Washers & Dryers,8,Home Appliances,1,3538,277,3,1,0
386009,4,2016-01-21,,522652,19,2107,3,EUR,Male,Mathias Adler,Lünne,NI,Niedersachsen,48480,Germany,Europe,1976-12-13,49,46-55,Contoso Water Heater 4.0GPM M1250 Grey,Contoso,Grey,$363.75 ,791.0,804,Water Heaters,8,Home Appliances,1,3538,277,3,1,0
386010,3,2016-01-21,,1775819,57,1947,3,USD,Male,Donald Cornelius,New York,NY,New York,10025,United States,North America,1963-05-15,62,56-65,Litware Refrigerator 9.7CuFt M560 Brown,Litware,Brown,$226.71 ,493.0,802,Refrigerators,8,Home Appliances,1,4144,271,7,2,2
388004,1,2016-01-23,1/31/2016,776431,0,2104,1,EUR,Male,Lionello Padovano,Casavecchia,MC,Macerata,62036,Italy,Europe,2000-02-24,25,26-35,Contoso Water Heater 1.5GPM E0800 Silver,Contoso,Silver,$131.28 ,257.5,804,Water Heaters,8,Home Appliances,1,1294,228,4,1,0
388005,2,2016-01-23,,1893487,55,2388,9,USD,Male,Dillon Pigford,Las Vegas,NV,Nevada,89119,United States,North America,1952-06-16,73,65+,Proseware Air conditioner 6000BTU E180 White,Proseware,White,$101.96 ,199.99,807,Air Conditioners,8,Home Appliances,1,3388,265,7,2,2
388011,4,2016-01-23,,1702898,61,2094,1,USD,Male,Dee Pickens,Greenville,SC,South Carolina,29601,United States,North America,1992-08-08,33,26-35,Contoso Water Heater 1.5GPM E0800 Blue,Contoso,Blue,$131.28 ,257.5,804,Water Heaters,8,Home Appliances,1,2451,382,7,2,2
388011,6,2016-01-23,,1702898,61,2106,7,USD,Male,Dee Pickens,Greenville,SC,South Carolina,29601,United States,North America,1992-08-08,33,26-35,Contoso Water Heater 4.3GPM M1250 Grey,Contoso,Grey,$403.53 ,877.5,804,Water Heaters,8,Home Appliances,1,2451,382,7,2,2
388012,1,2016-01-23,,2086544,50,2113,1,USD,Female,Andrea Trommler,Manassas,VA,Virginia,22110,United States,North America,1939-02-10,86,65+,Contoso Water Heater 2.6GPM E0900 Red,Contoso,Red,$258.99 ,508.0,804,Water Heaters,8,Home Appliances,0,3731,447,7,2,2
390000,2,2016-01-25,,1699570,59,2351,2,USD,Male,John Iraheta,Portland,OR,Oregon,97218,United States,North America,1987-11-10,38,36-45,Contoso Air conditioner 8000BTU M0320 White,Contoso,White,$183.94 ,399.99,807,Air Conditioners,8,Home Appliances,1,4689,306,7,2,2
391000,1,2016-01-26,,881876,32,2108,1,EUR,Male,Damiën Otterspeer,Capelle aan den IJssel,ZH,Zuid-Holland,2907 HE,Netherlands,Europe,1969-10-23,56,56-65,Contoso Water Heater 2.6GPM E0900 Grey,Contoso,Grey,$258.99 ,508.0,804,Water Heaters,8,Home Appliances,1,1262,489,5,1,0
391001,1,2016-01-26,2/2/2016,361945,0,1841,1,CAD,Male,Charles Hutchison,Calgary,AB,Alberta,T2P 0W4,Canada,North America,1991-02-26,34,26-35,Litware Washer & Dryer 15.5in E150 Blue,Litware,Blue,$509.32 ,999.0,801,Washers & Dryers,8,Home Appliances,1,1227,5,1,2,0
392002,4,2016-01-27,,1855347,59,2298,2,USD,Female,Anna Johnson,Beaverton,OR,Oregon,97005,United States,North America,1971-12-23,54,46-55,Proseware Wall Lamp E0215 Grey,Proseware,Grey,$61.17 ,119.99,806,Lamps,8,Home Appliances,0,662,306,7,2,2
392004,1,2016-01-27,2/1/2016,401785,0,2118,3,EUR,Female,Katrin Eiffel,Niederstotzingen,BW,Baden-Württemberg,89168,Germany,Europe,1994-05-14,31,26-35,Contoso Coffee Maker 12C M1000 Black,Contoso,Black,$204.64 ,445.0,805,Coffee Machines,8,Home Appliances,0,4165,29,3,1,0
392004,5,2016-01-27,2/1/2016,401785,0,2006,1,EUR,Female,Katrin Eiffel,Niederstotzingen,BW,Baden-Württemberg,89168,Germany,Europe,1994-05-14,31,26-35,Fabrikam Microwave 0.8CuFt E0800 Red,Fabrikam,Red,$48.43 ,94.99,803,Microwaves,8,Home Appliances,0,4165,29,3,1,0
392006,2,2016-01-27,,1310403,65,1863,2,USD,Male,Derrick Burleson,Pascagoula,MS,Mississippi,39567,United States,North America,1938-01-21,87,65+,NT Washer & Dryer 25.5in M2550 Green,Northwind Traders,Green,$915.08 ,1989.9,801,Washers & Dryers,8,Home Appliances,1,4550,255,7,2,1
392009,1,2016-01-27,,1724829,54,2161,3,USD,Female,Lisa Johnson,Reseda,CA,California,91335,United States,North America,1937-07-18,88,65+,Adventure Works Coffee Maker Auto 5C E090 Grey,Adventure Works,Grey,$83.10 ,163.0,805,Coffee Machines,8,Home Appliances,0,4900,69,7,2,2
393001,1,2016-01-28,,530451,19,2267,7,EUR,Male,Stefan Kunze,Berlin Charlottenburg,BE,Berlin,10709,Germany,Europe,1985-06-30,40,36-45,WWI Wall Lamp E315 Blue,Wide World Importers,Blue,$52.00 ,101.99,806,Lamps,8,Home Appliances,1,717,40,3,1,0
393003,1,2016-01-28,,1188400,38,2000,2,GBP,Female,Eva Henry,HARDWICK,Aylesbury Vale,Aylesbury Vale,HP22 7TW,United Kingdom,Europe,1950-08-26,75,65+,Fabrikam Microwave 0.8CuFt E0800 Grey,Fabrikam,Grey,$48.43 ,94.99,803,Microwaves,8,Home Appliances,0,2506,27,6,1,0
393003,2,2016-01-28,,1188400,38,2102,1,GBP,Female,Eva Henry,HARDWICK,Aylesbury Vale,Aylesbury Vale,HP22 7TW,United Kingdom,Europe,1950-08-26,75,65+,Contoso Water Heater 4.0GPM M1250 Silver,Contoso,Silver,$363.75 ,791.0,804,Water Heaters,8,Home Appliances,0,2506,27,6,1,0
393006,2,2016-01-28,,1765324,51,2305,2,USD,Male,Dustin Cruz,York,ME,Maine,3909,United States,North America,1952-09-21,73,65+,Proseware Chandelier M0615 Blue,Proseware,Blue,$105.76 ,229.99,806,Lamps,8,Home Appliances,1,6529,230,7,2,2
393007,3,2016-01-28,,1206405,45,2387,7,USD,Male,Francis Menzies,Walla Walla,WA,Washington,99362,United States,North America,1947-06-25,78,65+,Proseware Air conditioner 7000BTU E260 White,Proseware,White,$152.94 ,299.99,807,Air Conditioners,8,Home Appliances,1,6302,452,7,2,2
