Order Number,Line Item,Order Date,Delivery Date,CustomerKey,StoreKey,ProductKey,Quantity,Currency Code,Gender,Name,City,State Code,State,Zip Code,Country,Continent,Birthday,Age,AgeGroup,Product Name,Brand,Color,Unit Cost USD,Unit Price USD,SubcategoryKey,Subcategory,CategoryKey,Category,Gender_enc,City_enc,State_enc,Country_enc,Continent_enc,Cluster
376005,1,2016-01-11,,305321,8,1352,3,CAD,Male,Wilbur Clay,Regina,SK,Saskatchewan,S4P 3Y2,Canada,North America,2000-05-03,25,26-35,Contoso Multi-line phones M30 White,Contoso,White,$10.57 ,22.99,501,Home & Office Phones,5,Cell phones,1,4882,364,1,2,0
377006,1,2016-01-12,1/20/2016,934781,0,1432,1,GBP,Female,Abigail Savage,SWINHOPE,Lincoln,Lincoln,LN3 0PF,United Kingdom,Europe,1939-10-12,86,65+,The Phone Company Touch Screen Phones Infrared M901 Grey,The Phone Company,Grey,$137.96 ,300.0,503,Touch Screen Phones,5,Cell phones,0,5228,221,6,1,2
377006,3,2016-01-12,1/20/2016,934781,0,1462,1,GBP,Female,Abigail Savage,SWINHOPE,Lincoln,Lincoln,LN3 0PF,United Kingdom,Europe,1939-10-12,86,65+,Contoso Touch Screen Phones 4-Wire/ Built-in M205 Black,Contoso,Black,$123.24 ,268.0,503,Touch Screen Phones,5,Cell phones,0,5228,221,6,1,2
378004,1,2016-01-13,,368190,8,2504,1,CAD,Female,Irma Trujillo,Rosalind,AB,Alberta,T0B 3Y0,Canada,North America,1975-01-14,50,46-55,Contoso Touch Stylus Pen E150 White,Contoso,White,$5.09 ,9.99,505,Cell phones Accessories,5,Cell phones,0,4983,5,1,2,0
379005,2,2016-01-14,,1104029,37,1558,3,GBP,Male,Harrison Gardiner,BROOME,Shropshire,Shropshire,SY7 3HR,United Kingdom,Europe,1965-07-27,60,56-65,The Phone Company PDA Wifi 4.7-inch L290 White,The Phone Company,White,$125.90 ,380.0,504,Smart phones & PDAs,5,Cell phones,1,512,374,6,1,3
379005,4,2016-01-14,,1104029,37,1453,4,GBP,Male,Harrison Gardiner,BROOME,Shropshire,Shropshire,SY7 3HR,United Kingdom,Europe,1965-07-27,60,56-65,The Phone Company Touch Screen Phones 5-Wire/On-wall M508 Gold,The Phone Company,Gold,$118.65 ,258.0,503,Touch Screen Phones,5,Cell phones,1,512,374,6,1,1
381002,2,2016-01-16,1/26/2016,2042097,0,1345,1,USD,Male,Tom Kohler,Arlington,TX,Texas,76011,United States,North America,1986-12-19,39,36-45,Contoso 4-Line Expandable Cordless Phone System M900 Black,Contoso,Black,$10.12 ,22.0,501,Home & Office Phones,5,Cell phones,1,233,424,7,2,1
381002,3,2016-01-16,1/26/2016,2042097,0,2510,2,USD,Male,Tom Kohler,Arlington,TX,Texas,76011,United States,North America,1986-12-19,39,36-45,Contoso Original K1m Li-Ion Standard Battery E170 White,Contoso,White,$2.07 ,4.06,505,Cell phones Accessories,5,Cell phones,1,233,424,7,2,1
383004,2,2016-01-18,,1670107,59,2500,1,USD,Female,Sarah Guillory,Corpus Christi,TX,Texas,78476,United States,North America,1991-10-05,34,26-35,Contoso Phone Tough Skin Case E140 Silver,Contoso,Silver,$12.09 ,23.72,505,Cell phones Accessories,5,Cell phones,0,1477,424,7,2,2
385000,2,2016-01-20,1/25/2016,1110691,0,1427,5,GBP,Female,Anna Knight,BALGAVIES,Angus,Angus,DD8 5DG,United Kingdom,Europe,1970-04-12,55,56-65,"The Phone Company Touch Screen Phones 26-2.2"" M200 Grey",The Phone Company,Grey,$105.77 ,230.0,503,Touch Screen Phones,5,Cell phones,0,308,12,6,1,2
387002,2,2016-01-22,,1368025,44,1377,6,USD,Male,Ralph Gupton,Conway,AR,Arkansas,72032,United States,North America,1942-01-26,83,65+,Contoso Phone for MSN E200 White,Contoso,White,$8.16 ,16.0,501,Home & Office Phones,5,Cell phones,1,1464,18,7,2,3
387003,6,2016-01-22,,368610,8,1425,4,CAD,Female,Monica Fish,Montreal,QC,Quebec,H3C 5K4,Canada,North America,1999-06-17,26,26-35,"The Phone Company Touch Screen Phone 1600 TFT-2.2"" L200 Grey",The Phone Company,Grey,$175.27 ,529.0,503,Touch Screen Phones,5,Cell phones,0,3935,335,1,2,0
387007,2,2016-01-22,,549936,24,1529,3,EUR,Female,Nadine Osterhagen,Alesheim,BY,Freistaat Bayern,91793,Germany,Europe,1985-08-25,40,36-45,The Phone Company PDA Handheld 3.5 inch M610 Black,The Phone Company,Black,$117.27 ,255.0,504,Smart phones & PDAs,5,Cell phones,0,151,151,3,1,0
388006,1,2016-01-23,,1098143,41,1393,3,GBP,Female,Morgan Foster,LLANFILO,Llandrindod Wells,Llandrindod Wells,LD3 5WW,United Kingdom,Europe,1977-07-02,48,46-55,Contoso In front of Centrex L15 Grey,Contoso,Grey,$15.57 ,46.99,501,Home & Office Phones,5,Cell phones,0,3261,224,6,1,2
388014,3,2016-01-23,,1671541,57,2501,4,USD,Female,Lela Cook,Myra,TX,Texas,76253,United States,North America,1943-03-10,82,65+,Contoso Phone Tough Skin Case E140 Pink,Contoso,Pink,$12.09 ,23.72,505,Cell phones Accessories,5,Cell phones,0,3982,424,7,2,2
390005,1,2016-01-25,,549766,22,1558,3,EUR,Female,Johanna Nacht,Schiffweiler,TH,Freistaat Thüringen,66573,Germany,Europe,1939-01-16,86,65+,The Phone Company PDA Wifi 4.7-inch L290 White,The Phone Company,White,$125.90 ,380.0,504,Smart phones & PDAs,5,Cell phones,0,5379,153,3,1,0
391002,2,2016-01-26,,1201225,45,1325,1,USD,Male,John Lally,Irvine,CA,California,92614,United States,North America,1996-02-06,29,26-35,Contoso Electronic Private Automatic Branch Exchange M90 Black,Contoso,Black,$18.39 ,39.99,501,Home & Office Phones,5,Cell phones,1,2895,69,7,2,1
391003,1,2016-01-26,,1427869,44,1370,1,USD,Male,Wyatt Holquin,Huntington,NY,New York,11743,United States,North America,1946-11-06,79,65+,Contoso Expandable1-Handset Cordless Phone System M207 White,Contoso,White,$21.82 ,47.44,501,Home & Office Phones,5,Cell phones,1,2818,271,7,2,3
391006,1,2016-01-26,,1885990,51,1467,1,USD,Female,Mary Doty,Whitesville,MO,Missouri,64480,United States,North America,1952-05-17,73,65+,Contoso Sharp Touch Screen Phones M910 Black,Contoso,Black,$138.42 ,301.0,503,Touch Screen Phones,5,Cell phones,0,6421,256,7,2,2
392000,2,2016-01-27,,1302998,51,1490,1,USD,Female,Jean Williams,Tremont,PA,Pennsylvania,17981,United States,North America,1939-10-03,86,65+,The Phone Company Smart phones without camera E100 White,The Phone Company,White,$65.77 ,129.0,504,Smart phones & PDAs,5,Cell phones,0,5939,317,7,2,2
392004,2,2016-01-27,2/1/2016,401785,0,1441,2,EUR,Female,Katrin Eiffel,Niederstotzingen,BW,Baden-Württemberg,89168,Germany,Europe,1994-05-14,31,26-35,The Phone Company Touch Screen Phones - LCD M12 Grey,The Phone Company,Grey,$91.97 ,200.0,503,Touch Screen Phones,5,Cell phones,0,4165,29,3,1,0
392004,3,2016-01-27,2/1/2016,401785,0,1449,2,EUR,Female,Katrin Eiffel,Niederstotzingen,BW,Baden-Württemberg,89168,Germany,Europe,1994-05-14,31,26-35,The Phone Company Touch Screen Phones Infrared M901 Gold,The Phone Company,Gold,$137.96 ,300.0,503,Touch Screen Phones,5,Cell phones,0,4165,29,3,1,0
392009,2,2016-01-27,,1724829,54,1387,1,USD,Female,Lisa Johnson,Reseda,CA,California,91335,United States,North America,1937-07-18,88,65+,Contoso Hybrid system M60 Grey,Contoso,Grey,$13.33 ,28.99,501,Home & Office Phones,5,Cell phones,0,4900,69,7,2,2
392010,5,2016-01-27,,651767,18,1522,1,EUR,Male,Aloin Dandonneau,NOGENT-SUR-MARNE,IL,Île-de-France,94130,France,Europe,1950-12-13,75,65+,The Phone Company PDA Wifi 4.7-inch L290 Black,The Phone Company,Black,$125.90 ,380.0,504,Smart phones & PDAs,5,Cell phones,1,4054,490,2,1,0
393005,2,2016-01-28,,1112419,39,2511,2,GBP,Male,Ethan Sutton,OVER COMPTON,West Dorset,West Dorset,DT9 8LW,United Kingdom,Europe,1981-08-07,44,36-45,Contoso Original K1m Li-Ion Standard Battery E170 Silver,Contoso,Silver,$2.07 ,4.06,505,Cell phones Accessories,5,Cell phones,1,4275,461,6,1,1
393010,2,2016-01-28,2/6/2016,313968,0,1477,2,CAD,Male,Christopher Kemp,Burnaby,BC,British Columbia,V5B 3C9,Canada,North America,1966-05-19,59,56-65,The Phone Company Smart phones Unlocked M300 Black,The Phone Company,Black,$122.78 ,267.0,504,Smart phones & PDAs,5,Cell phones,1,958,60,1,2,0
394004,1,2016-01-29,,602720,16,1417,2,EUR,Female,Carine Sirois,BRIVE-LA-GAILLARDE,LI,Limousin,19100,France,Europe,1961-08-10,64,56-65,The Phone Company Touch Screen Phones 4-Wire/ Built-in M205 Black,The Phone Company,Black,$123.24 ,268.0,503,Touch Screen Phones,5,Cell phones,0,499,220,2,1,0
397001,1,2016-02-01,,1140654,37,1458,6,GBP,Female,Sienna Wood,LITTLE CHEVERELL,Kennet,Kennet,SN10 6ZH,United Kingdom,Europe,1982-05-20,43,36-45,The Phone Company Touch Screen Phones - LCD M12 Gold,The Phone Company,Gold,$91.97 ,200.0,503,Touch Screen Phones,5,Cell phones,0,3239,199,6,1,2
397005,3,2016-02-01,,1650783,64,1432,3,USD,Female,Anita Hunt,Columbus,GA,Georgia,31901,United States,North America,1973-03-07,52,46-55,The Phone Company Touch Screen Phones Infrared M901 Grey,The Phone Company,Grey,$137.96 ,300.0,503,Touch Screen Phones,5,Cell phones,0,1452,160,7,2,2
397005,7,2016-02-01,,1650783,64,1409,5,USD,Female,Anita Hunt,Columbus,GA,Georgia,31901,United States,North America,1973-03-07,52,46-55,"The Phone Company Touch Screen Phone 1600 TFT-1.4"" L250 Black",The Phone Company,Black,$195.15 ,589.0,503,Touch Screen Phones,5,Cell phones,0,1452,160,7,2,2
398006,2,2016-02-02,,857287,34,1348,4,EUR,Male,Emirhan Both,Wageningen,GE,Gelderland,6705 DK,Netherlands,Europe,1991-08-14,34,26-35,Contoso Waterproof Accessory Handset and Charging Cradle M609 Black,Contoso,Black,$10.57 ,22.99,501,Home & Office Phones,5,Cell phones,1,6287,158,5,1,1
398006,3,2016-02-02,,857287,34,1556,3,EUR,Male,Emirhan Both,Wageningen,GE,Gelderland,6705 DK,Netherlands,Europe,1991-08-14,34,26-35,The Phone Company PDA Wifi 3.5-inch M200 White,The Phone Company,White,$128.76 ,280.0,504,Smart phones & PDAs,5,Cell phones,1,6287,158,5,1,1
398006,4,2016-02-02,,857287,34,1525,2,EUR,Male,Emirhan Both,Wageningen,GE,Gelderland,6705 DK,Netherlands,Europe,1991-08-14,34,26-35,The Phone Company PDA Phone 4.7 inches L360 Black,The Phone Company,Black,$133.19 ,402.0,504,Smart phones & PDAs,5,Cell phones,1,6287,158,5,1,1
399007,2,2016-02-03,,1191228,38,1543,1,GBP,Female,Sophia Patel,ALTHORPE,North Lincolnshire,North Lincolnshire,DN17 3AX,United Kingdom,Europe,1952-09-07,73,65+,The Phone Company PDA Phone 4.7 inches L360 Silver,The Phone Company,Silver,$133.19 ,402.0,504,Smart phones & PDAs,5,Cell phones,0,40,291,6,1,2
399010,1,2016-02-03,,906625,36,1516,1,GBP,Female,Millie Barker,ETON,Bracknell Forest,Bracknell Forest,SL4 9WS,United Kingdom,Europe,1991-11-10,34,26-35,The Phone Company Smart phones 320 x 320 M86 Gold,The Phone Company,Gold,$132.44 ,288.0,504,Smart phones & PDAs,5,Cell phones,0,1817,48,6,1,2
399010,6,2016-02-03,,906625,36,1424,6,GBP,Female,Millie Barker,ETON,Bracknell Forest,Bracknell Forest,SL4 9WS,United Kingdom,Europe,1991-11-10,34,26-35,The Phone Company Touch Screen Phones - LCD M12 Black,The Phone Company,Black,$91.97 ,200.0,503,Touch Screen Phones,5,Cell phones,0,1817,48,6,1,2
400003,3,2016-02-04,,446883,27,1331,7,EUR,Female,Monika Pfaff,Witten Stockum,NW,Nordrhein-Westfalen,58454,Germany,Europe,1951-02-03,74,65+,Contoso Phone System Accessory Handset with Charger M308 Black,Contoso,Black,$12.41 ,26.99,501,Home & Office Phones,5,Cell phones,0,6472,281,3,1,0
400004,1,2016-02-04,,106880,5,1426,10,AUD,Female,Alexandra Douglas,BLACKBUTT,NSW,New South Wales,2529,Australia,Australia,1942-06-07,83,65+,"The Phone Company Touch Screen Phone 1600 TFT-1.4"" L250 Grey",The Phone Company,Grey,$195.15 ,589.0,503,Touch Screen Phones,5,Cell phones,0,396,270,0,0,0
400007,2,2016-02-04,,1987941,63,1420,2,USD,Female,Matilda Kindler,Matthews,NC,North Carolina,28105,United States,North America,1996-03-15,29,26-35,The Phone Company Finger Touch Screen Phones M30 Black,The Phone Company,Black,$91.51 ,199.0,503,Touch Screen Phones,5,Cell phones,0,3785,284,7,2,2
401002,2,2016-02-05,,1787415,48,1409,3,USD,Female,Ina Gillan,Rockville,MO,Missouri,64780,United States,North America,1983-01-31,42,36-45,"The Phone Company Touch Screen Phone 1600 TFT-1.4"" L250 Black",The Phone Company,Black,$195.15 ,589.0,503,Touch Screen Phones,5,Cell phones,0,4960,256,7,2,2
401007,1,2016-02-05,,1774119,47,1494,3,USD,Female,Linda Brooker,Marshall,MN,Minnesota,56258,United States,North America,1946-12-31,79,65+,The Phone Company Smart phones 160x160 M26 White,The Phone Company,White,$95.65 ,208.0,504,Smart phones & PDAs,5,Cell phones,0,3771,254,7,2,2
402000,1,2016-02-06,,1086200,37,1466,1,GBP,Female,Jennifer Nixon,WEST BERGHOLT,Colchester,Colchester,CO6 4QQ,United Kingdom,Europe,1990-06-08,35,36-45,Contoso Pen Touch Screen Phones M320 Black,Contoso,Black,$133.36 ,290.0,503,Touch Screen Phones,5,Cell phones,0,6189,94,6,1,2
402001,4,2016-02-06,,732289,28,1495,5,EUR,Male,Indro Piccio,Varcaturo,,Napoli,80014,Italy,Europe,1949-02-24,76,65+,The Phone Company Smart phones 6-LINE SCREEN M21 White,The Phone Company,White,$105.77 ,230.0,504,Smart phones & PDAs,5,Cell phones,1,6061,262,4,1,0
402012,3,2016-02-06,,1392371,51,1512,4,USD,Female,Mae Lemons,Arlington Heights,IL,Illinois,60005,United States,North America,1999-04-29,26,26-35,The Phone Company Smart phones 4 GB of Memory M300 Gold,The Phone Company,Gold,$109.91 ,239.0,504,Smart phones & PDAs,5,Cell phones,0,234,190,7,2,2
404002,3,2016-02-08,,1324963,57,1545,2,USD,Male,Joseph McDonald,Emporia,VA,Virginia,23847,United States,North America,1972-12-20,53,46-55,The Phone Company PDA Phone Unlocked 3.5 inches M530 Silver,The Phone Company,Silver,$123.24 ,268.0,504,Smart phones & PDAs,5,Cell phones,1,1921,447,7,2,3
404004,1,2016-02-08,,368115,10,2502,1,CAD,Female,Wanita Woods,Port Franks,ON,Ontario,N0M 2L0,Canada,North America,2000-07-18,25,26-35,Contoso Touch Stylus Pen E150 Black,Contoso,Black,$5.09 ,9.99,505,Cell phones Accessories,5,Cell phones,0,4671,305,1,2,0
404005,2,2016-02-08,2/16/2016,295597,0,1456,5,CAD,Male,Ralph Martin,Winnipeg,MB,Manitoba,P3C 0C4,Canada,North America,1967-10-31,58,56-65,The Phone Company Sharp Touch Screen Phones M910 Gold,The Phone Company,Gold,$138.42 ,301.0,503,Touch Screen Phones,5,Cell phones,1,6459,232,1,2,0
405007,1,2016-02-09,,1906549,57,1413,2,USD,Female,Milada Vargová,East Lansing,MI,Michigan,48823,United States,North America,1997-01-06,28,26-35,The Phone Company Touch Screen Phones SAW/Built-in M801 Black,The Phone Company,Black,$137.50 ,299.0,503,Touch Screen Phones,5,Cell phones,0,1836,246,7,2,2
406001,3,2016-02-10,2/15/2016,1610147,0,1500,3,USD,Female,Elizabeth Gilliam,Springfield,MA,Massachusetts,1103,United States,North America,1965-01-03,60,56-65,The Phone Company Smart phones without camera E100 Pink,The Phone Company,Pink,$65.77 ,129.0,504,Smart phones & PDAs,5,Cell phones,0,5550,237,7,2,2
406005,1,2016-02-10,,1883820,61,2495,7,USD,Male,Jake Lee,Syracuse,NY,New York,13202,United States,North America,1940-08-10,85,65+,Headphone Adapter for Contoso Phone E130 Black,Contoso,Black,$5.09 ,9.99,505,Cell phones Accessories,5,Cell phones,1,5690,271,7,2,3
407000,1,2016-02-11,,526411,19,1369,3,EUR,Male,Lukas Krueger,Schwebheim,BY,Freistaat Bayern,97525,Germany,Europe,1943-05-19,82,65+,Contoso Expandable 4-Handset Cordless Phone System M206 White,Contoso,White,$20.15 ,43.81,501,Home & Office Phones,5,Cell phones,1,5401,151,3,1,0
407001,3,2016-02-11,,993480,37,1446,7,GBP,Female,Tegan Hancock,ULCAT ROW,Eden,Eden,CA11 1XA,United Kingdom,Europe,1966-09-21,59,56-65,The Phone Company Touch Screen Phones 4-Wire/On-wall M302 Gold,The Phone Company,Gold,$132.90 ,289.0,503,Touch Screen Phones,5,Cell phones,0,5982,133,6,1,2
407004,2,2016-02-11,,307767,10,1361,5,CAD,Female,Crissy McCollum,Beeton,ON,Ontario,L0G 1A0,Canada,North America,1944-04-19,81,65+,Contoso Behind Centrex X15 White,Contoso,White,$16.56 ,49.99,501,Home & Office Phones,5,Cell phones,0,669,305,1,2,0
407005,2,2016-02-11,,2043928,59,2501,2,USD,Female,Poppy Rotton,Beaverton,OR,Oregon,97005,United States,North America,1937-05-05,88,65+,Contoso Phone Tough Skin Case E140 Pink,Contoso,Pink,$12.09 ,23.72,505,Cell phones Accessories,5,Cell phones,0,662,306,7,2,2
408006,2,2016-02-12,,1551319,61,2496,4,USD,Male,Christopher Whitmire,Moorestown,NJ,New Jersey,8057,United States,North America,1961-05-02,64,56-65,Headphone Adapter for Contoso Phone E130 Silver,Contoso,Silver,$5.09 ,9.99,505,Cell phones Accessories,5,Cell phones,1,3940,268,7,2,3
409003,2,2016-02-13,,919575,38,2508,7,GBP,Male,Liam Crawford,ALVECOTE,Tamworth,Tamworth,B79 4XW,United Kingdom,Europe,1954-03-03,71,65+,Contoso Rubberized Snap-On Cover Hard Case Cell Phone Protector E160 Silver,Contoso,Silver,$2.42 ,4.74,505,Cell phones Accessories,5,Cell phones,1,42,412,6,1,3
409005,1,2016-02-13,,1156077,42,1334,2,GBP,Female,Sofia Rhodes,MUTTERTON,Exeter,Exeter,EX15 7LS,United Kingdom,Europe,1959-10-24,66,65+,Contoso Expandable 3-Handset Cordless Phone System M204 Black,Contoso,Black,$16.55 ,35.99,501,Home & Office Phones,5,Cell phones,0,3697,138,6,1,2
409006,2,2016-02-13,,1345382,56,1563,2,USD,Male,Jose Law,Manchester,NH,New Hampshire,3103,United States,North America,1956-09-19,69,65+,The Phone Company PDA Phone Unlocked 3.5 inches M530 White,The Phone Company,White,$123.24 ,268.0,504,Smart phones & PDAs,5,Cell phones,1,3732,267,7,2,3
409008,2,2016-02-13,,581812,20,1323,2,EUR,Male,David Dietrich,Reimerath,RP,Rheinland-Pfalz,53539,Germany,Europe,1996-04-23,29,26-35,Contoso 4 Handset Cordless Phone System M86 Black,Contoso,Black,$16.55 ,35.99,501,Home & Office Phones,5,Cell phones,1,4886,346,3,1,0
