Order Number,Line Item,Order Date,Delivery Date,CustomerKey,StoreKey,ProductKey,Quantity,Currency Code,Gender,Name,City,State Code,State,Zip Code,Country,Continent,Birthday,Age,AgeGroup,Product Name,Brand,Color,Unit Cost USD,Unit Price USD,SubcategoryKey,Subcategory,CategoryKey,Category,Gender_enc,City_enc,State_enc,Country_enc,Continent_enc,Cluster
371003,3,2016-01-06,,778259,28,333,5,EUR,Female,Gina Russo,Borsano,VA,Varese,21052,Italy,Europe,1960-05-26,65,65+,SV Car Video TFT7 M7002 Brown,Southridge Video,Brown,$162.64 ,319.0,205,Car Video,2,TV and Video,0,841,439,4,1,1
371012,1,2016-01-06,,363872,8,147,1,CAD,Female,Sylvia Crabtree,Montreal,QC,Quebec,H4A 1H3,Canada,North America,1988-10-22,37,36-45,"Adventure Works 52"" LCD HDTV X590 White",Adventure Works,White,$960.82 ,2899.99,201,Televisions,2,TV and Video,0,3935,335,1,2,1
371014,2,2016-01-06,,1161615,40,337,3,GBP,Male,Dominic Sykes,LOWER END,Daventry,Daventry,NN7 1LG,United Kingdom,Europe,1980-04-19,45,46-55,SV Car Video LCD7 M7001 Brown,Southridge Video,Brown,$151.30 ,329.0,205,Car Video,2,TV and Video,1,3306,113,6,1,1
372000,1,2016-01-07,1/22/2016,1413890,0,148,3,USD,Female,Jena Zimmerman,Aloha,OR,Oregon,97007,United States,North America,1999-01-14,26,26-35,"Adventure Works 52"" LCD HDTV X590 Brown",Adventure Works,Brown,$960.82 ,2899.99,201,Televisions,2,TV and Video,0,172,306,7,2,2
372003,2,2016-01-07,,527409,19,141,4,EUR,Male,Frank Bauer,Fischach,BY,Freistaat Bayern,86850,Germany,Europe,1976-04-14,49,46-55,"Adventure Works 15.6"" LCD TV M130W Silver",Adventure Works,Silver,$152.94 ,299.99,201,Televisions,2,TV and Video,1,2095,151,3,1,1
372006,1,2016-01-07,1/15/2016,2095742,0,125,2,USD,Female,Michelle Krüger,Gooding,ID,Idaho,83330,United States,North America,1942-08-03,83,65+,"Adventure Works 19"" Color Digital TV E35 Silver",Adventure Works,Silver,$73.11 ,143.4,201,Televisions,2,TV and Video,0,2407,189,7,2,2
372008,1,2016-01-07,,1214363,53,183,1,USD,Male,William Gonzalez,Edison,GA,Georgia,31746,United States,North America,1985-09-06,40,36-45,SV 16xDVD M330 Silver,Southridge Video,Silver,$50.13 ,109.0,202,VCD & DVD,2,TV and Video,1,1857,160,7,2,2
372012,4,2016-01-07,,195521,6,171,4,AUD,Male,Mitchell Saville,DURACK,WA,Western Australia,6743,Australia,Australia,1977-05-24,48,46-55,SV 16xDVD E340 Black,Southridge Video,Black,$45.53 ,99.0,202,VCD & DVD,2,TV and Video,1,1606,469,0,0,1
376001,1,2016-01-11,,813685,32,131,1,EUR,Female,Thamar Kaagman,Lelystad,FL,Flevoland,8226 HL,Netherlands,Europe,1979-06-15,46,46-55,"Adventure Works 20"" Analog CRT TV E45 White",Adventure Works,White,$101.97 ,200.0,201,Televisions,2,TV and Video,0,3427,143,5,1,1
377006,6,2016-01-12,1/20/2016,934781,0,320,1,GBP,Female,Abigail Savage,SWINHOPE,Lincoln,Lincoln,LN3 0PF,United Kingdom,Europe,1939-10-12,86,65+,SV Car Video LCD7W M7082 Silver,Southridge Video,Silver,$321.44 ,699.0,205,Car Video,2,TV and Video,0,5228,221,6,1,1
378000,1,2016-01-13,,1062632,37,170,1,GBP,Female,Maya Goodwin,KINGSWOOD,Bristol,Bristol,BS15 8QX,United Kingdom,Europe,1963-02-12,62,56-65,SV 16xDVD M330 Black,Southridge Video,Black,$50.13 ,109.0,202,VCD & DVD,2,TV and Video,0,2988,59,6,1,1
378005,1,2016-01-13,,1470803,44,137,9,USD,Female,Frances Boyd,East Moline,IL,Illinois,61244,United States,North America,1944-04-04,81,65+,"Adventure Works 32"" LCD HDTV M130 Silver",Adventure Works,Silver,$229.93 ,499.99,201,Televisions,2,TV and Video,0,1838,190,7,2,0
378005,4,2016-01-13,,1470803,44,125,4,USD,Female,Frances Boyd,East Moline,IL,Illinois,61244,United States,North America,1944-04-04,81,65+,"Adventure Works 19"" Color Digital TV E35 Silver",Adventure Works,Silver,$73.11 ,143.4,201,Televisions,2,TV and Video,0,1838,190,7,2,2
378005,5,2016-01-13,,1470803,44,137,3,USD,Female,Frances Boyd,East Moline,IL,Illinois,61244,United States,North America,1944-04-04,81,65+,"Adventure Works 32"" LCD HDTV M130 Silver",Adventure Works,Silver,$229.93 ,499.99,201,Televisions,2,TV and Video,0,1838,190,7,2,2
378005,7,2016-01-13,,1470803,44,178,5,USD,Female,Frances Boyd,East Moline,IL,Illinois,61244,United States,North America,1944-04-04,81,65+,SV 8xDVD E140 Black,Southridge Video,Black,$33.65 ,66.0,202,VCD & DVD,2,TV and Video,0,1838,190,7,2,0
378009,1,2016-01-13,,270736,8,336,3,CAD,Male,Raymond Lacy,Toronto,ON,Ontario,M2J 3T7,Canada,North America,1944-04-10,81,65+,SV Car Video LCD7W M7082 Brown,Southridge Video,Brown,$321.44 ,699.0,205,Car Video,2,TV and Video,1,5918,305,1,2,1
378010,1,2016-01-13,,437389,19,145,3,EUR,Female,Michelle Reinhard,Arnsdorf,SN,Freistaat Sachsen,1477,Germany,Europe,1965-04-14,60,56-65,"Adventure Works 52"" LCD HDTV X590 Silver",Adventure Works,Silver,$960.82 ,2899.99,201,Televisions,2,TV and Video,0,240,152,3,1,1
379004,1,2016-01-14,1/27/2016,245912,0,321,2,CAD,Female,Evelyn Lavender,Calgary,AB,Alberta,T2P 0W4,Canada,North America,1959-11-29,66,65+,SV Car Video LCD7 M7001 Silver,Southridge Video,Silver,$151.30 ,329.0,205,Car Video,2,TV and Video,0,1227,5,1,2,1
380003,1,2016-01-15,,627789,17,172,3,EUR,Male,Odo Bernard,PRIVAS,RA,Rhône-Alpes,7000,France,Europe,1963-09-23,62,56-65,SV 22xDVD X680 Black,Southridge Video,Black,$55.99 ,169.0,202,VCD & DVD,2,TV and Video,1,4515,349,2,1,1
380004,2,2016-01-15,,1909649,66,272,1,USD,Female,Karin Faerber,Decatur,GA,Georgia,30030,United States,North America,1989-09-11,36,36-45,Contoso Home Theater System 4.1 Channel M1410 White,Contoso,White,$167.73 ,329.0,203,Home Theater System,2,TV and Video,0,1642,160,7,2,2
380005,2,2016-01-15,,770856,30,154,7,EUR,Male,Alessandro Monaldo,Palestrina,RM,Roma,36,Italy,Europe,1970-05-01,55,56-65,"Adventure Works 26"" 720p LCD HDTV M140 Black",Adventure Works,Black,$216.12 ,469.97,201,Televisions,2,TV and Video,1,4526,354,4,1,0
381004,2,2016-01-16,,1914255,53,143,4,USD,Male,Anthony Bogue,Bourbon,MO,Missouri,65441,United States,North America,1948-07-10,77,65+,"Adventure Works 15.6"" LCD TV M130W White",Adventure Works,White,$152.94 ,299.99,201,Televisions,2,TV and Video,1,852,256,7,2,2
383004,3,2016-01-18,,1670107,59,185,3,USD,Female,Sarah Guillory,Corpus Christi,TX,Texas,78476,United States,North America,1991-10-05,34,26-35,SV 22xDVD X680 Silver,Southridge Video,Silver,$55.99 ,169.0,202,VCD & DVD,2,TV and Video,0,1477,424,7,2,2
384000,1,2016-01-19,,622740,17,144,5,EUR,Female,Allyriane Guédry,MEYZIEU,RA,Rhône-Alpes,69330,France,Europe,2000-09-04,25,26-35,"Adventure Works 15.6"" LCD TV M130W Brown",Adventure Works,Brown,$152.94 ,299.99,201,Televisions,2,TV and Video,0,3610,349,2,1,1
384001,1,2016-01-19,,780674,29,301,2,EUR,Male,Fabiano Marchesi,Calavino,TN,Trento,38072,Italy,Europe,1967-09-03,58,56-65,SV Car Video TFT7 M7002 Black,Southridge Video,Black,$162.64 ,319.0,205,Car Video,2,TV and Video,1,1225,429,4,1,1
384006,3,2016-01-19,,247132,9,124,8,CAD,Female,Joyce Davis,Ottawa,ON,Ontario,K1H 7Z1,Canada,North America,1963-04-10,62,56-65,"Adventure Works 19"" Portable LCD HDTV M110 White",Adventure Works,White,$128.76 ,279.99,201,Televisions,2,TV and Video,0,4394,305,1,2,0
385000,3,2016-01-20,1/25/2016,1110691,0,166,3,GBP,Female,Anna Knight,BALGAVIES,Angus,Angus,DD8 5DG,United Kingdom,Europe,1970-04-12,55,56-65,SV 16xDVD M300 Black,Southridge Video,Black,$54.72 ,119.0,202,VCD & DVD,2,TV and Video,0,308,12,6,1,1
385006,1,2016-01-20,,724534,28,135,4,EUR,Male,Rosarmosario Greece,Castello Inici,TP,Trapani,91014,Italy,Europe,1936-04-12,89,65+,"Adventure Works 20"" LCD HDTV M120 White",Adventure Works,White,$160.93 ,349.95,201,Televisions,2,TV and Video,1,1314,428,4,1,1
385009,3,2016-01-20,,1720050,61,123,5,USD,Male,Gregory McIntosh,New York,NY,New York,10016,United States,North America,1969-12-26,56,56-65,"Adventure Works 19"" Portable LCD HDTV M110 Black",Adventure Works,Black,$128.76 ,279.99,201,Televisions,2,TV and Video,1,4144,271,7,2,0
386000,3,2016-01-21,,748749,30,167,1,EUR,Male,Tranquillino Capon,San Vittore Olona,MI,Milano,20028,Italy,Europe,1951-12-10,74,65+,SV 8xDVD E100 Black,Southridge Video,Black,$35.18 ,69.0,202,VCD & DVD,2,TV and Video,1,5300,252,4,1,1
386005,2,2016-01-21,2/2/2016,345812,0,237,1,CAD,Male,Grant Barker,Vancouver,BC,British Columbia,V5T 1Z7,Canada,North America,1982-04-11,43,36-45,Litware Home Theater System 5.1 Channel M514 Brown,Litware,Brown,$275.46 ,599.0,203,Home Theater System,2,TV and Video,1,6059,60,1,2,1
386008,1,2016-01-21,,2093929,56,313,2,USD,Female,Lucie Hrebacková,Louisville,KY,Kentucky,40208,United States,North America,1954-08-10,71,65+,SV Car Video TFT6.2W E6282 Silver,Southridge Video,Silver,$137.14 ,269.0,205,Car Video,2,TV and Video,0,3505,202,7,2,2
386008,2,2016-01-21,,2093929,56,124,7,USD,Female,Lucie Hrebacková,Louisville,KY,Kentucky,40208,United States,North America,1954-08-10,71,65+,"Adventure Works 19"" Portable LCD HDTV M110 White",Adventure Works,White,$128.76 ,279.99,201,Televisions,2,TV and Video,0,3505,202,7,2,0
386009,2,2016-01-21,,522652,19,156,3,EUR,Male,Mathias Adler,Lünne,NI,Niedersachsen,48480,Germany,Europe,1976-12-13,49,46-55,"Adventure Works 26"" 720p LCD HDTV M140 Brown",Adventure Works,Brown,$216.12 ,469.97,201,Televisions,2,TV and Video,1,3538,277,3,1,1
386010,1,2016-01-21,,1775819,57,155,6,USD,Male,Donald Cornelius,New York,NY,New York,10025,United States,North America,1963-05-15,62,56-65,"Adventure Works 26"" 720p LCD HDTV M140 White",Adventure Works,White,$216.12 ,469.97,201,Televisions,2,TV and Video,1,4144,271,7,2,0
386010,4,2016-01-21,,1775819,57,125,1,USD,Male,Donald Cornelius,New York,NY,New York,10025,United States,North America,1963-05-15,62,56-65,"Adventure Works 19"" Color Digital TV E35 Silver",Adventure Works,Silver,$73.11 ,143.4,201,Televisions,2,TV and Video,1,4144,271,7,2,2
387003,1,2016-01-22,,368610,8,144,5,CAD,Female,Monica Fish,Montreal,QC,Quebec,H3C 5K4,Canada,North America,1999-06-17,26,26-35,"Adventure Works 15.6"" LCD TV M130W Brown",Adventure Works,Brown,$152.94 ,299.99,201,Televisions,2,TV and Video,0,3935,335,1,2,1
387003,4,2016-01-22,,368610,8,190,1,CAD,Female,Monica Fish,Montreal,QC,Quebec,H3C 5K4,Canada,North America,1999-06-17,26,26-35,SV 8xDVD E130 Silver,Southridge Video,Silver,$29.01 ,56.9,202,VCD & DVD,2,TV and Video,0,3935,335,1,2,1
387003,7,2016-01-22,,368610,8,143,9,CAD,Female,Monica Fish,Montreal,QC,Quebec,H3C 5K4,Canada,North America,1999-06-17,26,26-35,"Adventure Works 15.6"" LCD TV M130W White",Adventure Works,White,$152.94 ,299.99,201,Televisions,2,TV and Video,0,3935,335,1,2,0
388006,3,2016-01-23,,1098143,41,133,1,GBP,Female,Morgan Foster,LLANFILO,Llandrindod Wells,Llandrindod Wells,LD3 5WW,United Kingdom,Europe,1977-07-02,48,46-55,"Adventure Works 20"" LCD HDTV M120 Silver",Adventure Works,Silver,$160.93 ,349.95,201,Televisions,2,TV and Video,0,3261,224,6,1,1
388008,4,2016-01-23,,1170323,41,158,1,GBP,Male,Kieran Howarth,TORBEG,Aberdeenshire,Aberdeenshire,AB35 1LL,United Kingdom,Europe,1964-09-12,61,56-65,"Adventure Works 37"" 1080p LCD HDTV M150W Black",Adventure Works,Black,$505.85 ,1099.99,201,Televisions,2,TV and Video,1,5778,1,6,1,1
390001,1,2016-01-25,,1301552,51,189,2,USD,Male,Russell Whitehurst,Sylvester,GA,Georgia,31791,United States,North America,2000-08-05,25,26-35,SV 16xDVD M360 Silver,Southridge Video,Silver,$58.36 ,126.9,202,VCD & DVD,2,TV and Video,1,5689,160,7,2,2
390001,3,2016-01-25,,1301552,51,175,2,USD,Male,Russell Whitehurst,Sylvester,GA,Georgia,31791,United States,North America,2000-08-05,25,26-35,SV 16xDVD M350 Black,Southridge Video,Black,$53.76 ,116.9,202,VCD & DVD,2,TV and Video,1,5689,160,7,2,2
390001,4,2016-01-25,,1301552,51,186,2,USD,Male,Russell Whitehurst,Sylvester,GA,Georgia,31791,United States,North America,2000-08-05,25,26-35,SV 8xDVD E120 Silver,Southridge Video,Silver,$45.83 ,89.9,202,VCD & DVD,2,TV and Video,1,5689,160,7,2,2
390004,1,2016-01-25,,1321513,48,152,2,USD,Female,Carol Woodham,Houston,TX,Texas,77002,United States,North America,1991-12-04,34,26-35,"Adventure Works 40"" LCD HDTV M690 Brown",Adventure Works,Brown,$392.60 ,1184.97,201,Televisions,2,TV and Video,0,2804,424,7,2,2
391000,2,2016-01-26,,881876,32,143,1,EUR,Male,Damiën Otterspeer,Capelle aan den IJssel,ZH,Zuid-Holland,2907 HE,Netherlands,Europe,1969-10-23,56,56-65,"Adventure Works 15.6"" LCD TV M130W White",Adventure Works,White,$152.94 ,299.99,201,Televisions,2,TV and Video,1,1262,489,5,1,1
391007,2,2016-01-26,,125950,6,138,1,AUD,Female,Isabelle Primrose,BANKSMEADOW,NSW,New South Wales,2019,Australia,Australia,1942-07-18,83,65+,"Adventure Works 32"" LCD HDTV M130 Black",Adventure Works,Black,$229.93 ,499.99,201,Televisions,2,TV and Video,0,326,270,0,0,1
392001,1,2016-01-27,,1227891,54,155,2,USD,Female,Michelle Gordon,Dallas,TX,Texas,75238,United States,North America,1993-12-01,32,26-35,"Adventure Works 26"" 720p LCD HDTV M140 White",Adventure Works,White,$216.12 ,469.97,201,Televisions,2,TV and Video,0,1617,424,7,2,2
392002,3,2016-01-27,,1855347,59,144,2,USD,Female,Anna Johnson,Beaverton,OR,Oregon,97005,United States,North America,1971-12-23,54,46-55,"Adventure Works 15.6"" LCD TV M130W Brown",Adventure Works,Brown,$152.94 ,299.99,201,Televisions,2,TV and Video,0,662,306,7,2,2
392003,1,2016-01-27,2/4/2016,1471397,0,156,8,USD,Female,Elizabeth Peete,La Plata,MO,Missouri,63549,United States,North America,1941-06-11,84,65+,"Adventure Works 26"" 720p LCD HDTV M140 Brown",Adventure Works,Brown,$216.12 ,469.97,201,Televisions,2,TV and Video,0,3335,256,7,2,0
392006,1,2016-01-27,,1310403,65,149,6,USD,Male,Derrick Burleson,Pascagoula,MS,Mississippi,39567,United States,North America,1938-01-21,87,65+,"Adventure Works 40"" LCD HDTV M690 Silver",Adventure Works,Silver,$392.60 ,1184.97,201,Televisions,2,TV and Video,1,4550,255,7,2,0
392007,3,2016-01-27,,1079159,41,185,1,GBP,Female,Katie Nixon,TELSCOMBE,Lewes,Lewes,BN7 0SW,United Kingdom,Europe,1936-05-16,89,65+,SV 22xDVD X680 Silver,Southridge Video,Silver,$55.99 ,169.0,202,VCD & DVD,2,TV and Video,0,5718,217,6,1,1
392010,4,2016-01-27,,651767,18,189,9,EUR,Male,Aloin Dandonneau,NOGENT-SUR-MARNE,IL,Île-de-France,94130,France,Europe,1950-12-13,75,65+,SV 16xDVD M360 Silver,Southridge Video,Silver,$58.36 ,126.9,202,VCD & DVD,2,TV and Video,1,4054,490,2,1,0
393005,1,2016-01-28,,1112419,39,175,6,GBP,Male,Ethan Sutton,OVER COMPTON,West Dorset,West Dorset,DT9 8LW,United Kingdom,Europe,1981-08-07,44,36-45,SV 16xDVD M350 Black,Southridge Video,Black,$53.76 ,116.9,202,VCD & DVD,2,TV and Video,1,4275,461,6,1,0
393007,2,2016-01-28,,1206405,45,121,1,USD,Male,Francis Menzies,Walla Walla,WA,Washington,99362,United States,North America,1947-06-25,78,65+,"Adventure Works 13"" Color TV E25 White",Adventure Works,White,$61.17 ,119.99,201,Televisions,2,TV and Video,1,6302,452,7,2,2
394003,1,2016-01-29,,431461,27,326,2,EUR,Male,Felix Beyer,Rantum,SH,Schleswig-Holstein,25980,Germany,Europe,1958-07-09,67,65+,SV Car Video TFT7 M7000 Brown,Southridge Video,Brown,$152.44 ,299.0,205,Car Video,2,TV and Video,1,4849,367,3,1,1
394005,1,2016-01-29,,1810401,65,174,4,USD,Female,Audrey Patterson,Piscataway,NJ,New Jersey,8854,United States,North America,1975-04-05,50,46-55,SV 22xDVD M600 Black,Southridge Video,Black,$43.04 ,129.9,202,VCD & DVD,2,TV and Video,0,4620,268,7,2,2
395000,1,2016-01-30,,829132,32,128,4,EUR,Male,Ivan Huisken,Tuk,OV,Overijssel,8334 RW,Netherlands,Europe,1958-12-10,67,65+,"Adventure Works 19"" Color Digital TV E35 Brown",Adventure Works,Brown,$73.11 ,143.4,201,Televisions,2,TV and Video,1,5964,309,5,1,1
395008,1,2016-01-30,,1401419,61,128,2,USD,Female,Charlotte Munson,Indianapolis,IN,Indiana,46268,United States,North America,1966-04-05,59,56-65,"Adventure Works 19"" Color Digital TV E35 Brown",Adventure Works,Brown,$73.11 ,143.4,201,Televisions,2,TV and Video,0,2879,192,7,2,2
395011,2,2016-01-30,,1114319,36,142,2,GBP,Male,Edward Black,RHOSGOCH,Llandrindod Wells,Llandrindod Wells,LD2 2UU,United Kingdom,Europe,1986-03-13,39,36-45,"Adventure Works 15.6"" LCD TV M130W Black",Adventure Works,Black,$152.94 ,299.99,201,Televisions,2,TV and Video,1,4784,224,6,1,1
397004,1,2016-02-01,2/10/2016,1866421,0,123,2,USD,Female,Melanie Ward,San Ramon,CA,California,94583,United States,North America,1958-01-22,67,65+,"Adventure Works 19"" Portable LCD HDTV M110 Black",Adventure Works,Black,$128.76 ,279.99,201,Televisions,2,TV and Video,0,5295,69,7,2,2
398002,1,2016-02-02,,1822089,44,160,4,USD,Female,Dorothy Robinson,Miami,FL,Florida,33128,United States,North America,1944-05-02,81,65+,"Adventure Works 37"" 1080p LCD HDTV M150W Brown",Adventure Works,Brown,$505.85 ,1099.99,201,Televisions,2,TV and Video,0,3849,145,7,2,2
398006,5,2016-02-02,,857287,34,326,1,EUR,Male,Emirhan Both,Wageningen,GE,Gelderland,6705 DK,Netherlands,Europe,1991-08-14,34,26-35,SV Car Video TFT7 M7000 Brown,Southridge Video,Brown,$152.44 ,299.0,205,Car Video,2,TV and Video,1,6287,158,5,1,1
400000,1,2016-02-04,,1883755,61,138,2,USD,Female,Michelle Spencer,Oakland,CA,California,94612,United States,North America,1968-01-30,57,56-65,"Adventure Works 32"" LCD HDTV M130 Black",Adventure Works,Black,$229.93 ,499.99,201,Televisions,2,TV and Video,0,4290,69,7,2,2
400003,1,2016-02-04,,446883,27,164,8,EUR,Female,Monika Pfaff,Witten Stockum,NW,Nordrhein-Westfalen,58454,Germany,Europe,1951-02-03,74,65+,"Adventure Works 52"" LCD HDTV X790W Brown",Adventure Works,Brown,$527.53 ,1592.2,201,Televisions,2,TV and Video,0,6472,281,3,1,0
400004,3,2016-02-04,,106880,5,180,1,AUD,Female,Alexandra Douglas,BLACKBUTT,NSW,New South Wales,2529,Australia,Australia,1942-06-07,83,65+,SV 8xDVD E100 Silver,Southridge Video,Silver,$35.18 ,69.0,202,VCD & DVD,2,TV and Video,0,396,270,0,0,1
400007,1,2016-02-04,,1987941,63,152,5,USD,Female,Matilda Kindler,Matthews,NC,North Carolina,28105,United States,North America,1996-03-15,29,26-35,"Adventure Works 40"" LCD HDTV M690 Brown",Adventure Works,Brown,$392.60 ,1184.97,201,Televisions,2,TV and Video,0,3785,284,7,2,0
400007,3,2016-02-04,,1987941,63,181,3,USD,Female,Matilda Kindler,Matthews,NC,North Carolina,28105,United States,North America,1996-03-15,29,26-35,SV 16xDVD M310 Silver,Southridge Video,Silver,$59.32 ,129.0,202,VCD & DVD,2,TV and Video,0,3785,284,7,2,2
401002,3,2016-02-05,,1787415,48,303,1,USD,Female,Ina Gillan,Rockville,MO,Missouri,64780,United States,North America,1983-01-31,42,36-45,SV Car Video LCD9.2W X9281 Black,Southridge Video,Black,$287.92 ,869.0,205,Car Video,2,TV and Video,0,4960,256,7,2,2
401002,4,2016-02-05,,1787415,48,156,4,USD,Female,Ina Gillan,Rockville,MO,Missouri,64780,United States,North America,1983-01-31,42,36-45,"Adventure Works 26"" 720p LCD HDTV M140 Brown",Adventure Works,Brown,$216.12 ,469.97,201,Televisions,2,TV and Video,0,4960,256,7,2,2
402005,2,2016-02-06,,941746,39,153,2,GBP,Male,David Parkinson,KIRN,Argyllshire,Argyllshire,PA23 5GG,United Kingdom,Europe,1941-10-09,84,65+,"Adventure Works 26"" 720p LCD HDTV M140 Silver",Adventure Works,Silver,$216.12 ,469.97,201,Televisions,2,TV and Video,1,3008,16,6,1,1
402006,1,2016-02-06,,1763642,64,146,3,USD,Female,Karen Smith,Golden Valley,MN,Minnesota,55427,United States,North America,1972-04-18,53,46-55,"Adventure Works 52"" LCD HDTV X590 Black",Adventure Works,Black,$960.82 ,2899.99,201,Televisions,2,TV and Video,0,2403,254,7,2,2
402008,1,2016-02-06,,1427596,61,191,3,USD,Male,Gregory Beckman,Greenville,SC,South Carolina,29607,United States,North America,1940-12-27,85,65+,SV 8xDVD E140 Silver,Southridge Video,Silver,$33.65 ,66.0,202,VCD & DVD,2,TV and Video,1,2451,382,7,2,2
402009,1,2016-02-06,,783691,30,154,4,EUR,Female,Pupetta Udinese,Pieve Di Trebbio,MO,Modena,41050,Italy,Europe,1990-12-26,35,36-45,"Adventure Works 26"" 720p LCD HDTV M140 Black",Adventure Works,Black,$216.12 ,469.97,201,Televisions,2,TV and Video,0,4611,257,4,1,1
